Fecha,Pozo,WHP_psi,BHP_psi,Qo_bpd,Qw_bpd,Qg_mscfd
2023-02-11,Pozo-01,417.49857969359533,1706.5094988689855,1430.2262350669582,197.67403269200128,738.9907824668147
2023-02-12,Pozo-01,440.82797271917514,1752.7700814674859,1407.9456618126749,166.89983989585838,729.7036467106849
2023-02-13,Pozo-01,441.7725573905112,1736.3781007261318,1392.9047766396852,196.80873954960884,653.3913002543273
2023-02-14,Pozo-01,428.41739645391374,1739.890444740578,1307.8569663613548,186.83875076442354,695.514122840806
2023-02-15,Pozo-01,449.70597081331084,1746.4324218437878,1359.5657789249476,173.09046382769174,695.3926411943368
2023-02-16,Pozo-01,429.545047588427,1702.315845074206,1375.957829088148,182.06643950882378,726.494578734838
2023-02-17,Pozo-01,432.7176442345088,1700.0882953503383,1480.808354065887,199.23672416736642,700.6554973893356
2023-02-18,Pozo-01,428.46381362507276,1743.359320920985,1428.673905247208,191.29786655021007,675.3106060236371
2023-02-19,Pozo-01,430.50803436410456,1731.2576834614827,1278.9761083192402,199.24069152527844,635.6774903983165
2023-02-20,Pozo-01,415.7750018497798,1720.799340801973,1423.3970012523191,220.88370255906244,726.0117375365393
2023-02-21,Pozo-01,410.9656971588553,1730.205024568102,,168.53362177155225,735.2117606163397
2023-02-22,Pozo-01,449.65709177689104,1788.5081520740264,1349.5889852054338,217.01314717485465,693.8528190981312
2023-02-23,Pozo-01,417.84415865239816,1723.5332712782952,1437.6183492096106,195.07557591813867,711.8315134737135
2023-02-24,Pozo-01,415.6067444649045,1716.9069485585744,1464.8571787534986,180.7813253820906,702.3589033387309
2023-02-25,Pozo-01,400.3088673531677,1717.1444508469108,1455.915722665566,175.05880715420773,763.7734047869722
2023-02-26,Pozo-01,419.3689465887643,1702.9290353524375,1330.9408745174042,192.92471251894534,639.7911195986953
2023-02-27,Pozo-01,410.21887270386725,1728.8191222309295,1365.8835872039454,210.33186352221074,727.4277630267975
2023-02-28,Pozo-01,447.8082527279713,1770.0392872764635,1408.3806252374316,195.3370603285931,696.1798760063009
2023-03-01,Pozo-01,439.31249793545174,1768.9626010402822,1451.0220324902039,220.65840340305266,771.6704088821506
2023-03-02,Pozo-01,417.21116099557725,1685.7388702000626,1348.5405548781093,176.961828624121,692.5816050114677
2023-03-03,Pozo-01,,1751.1395948306786,1366.9434109401973,199.2841216698164,679.7264038376607
2023-03-04,Pozo-01,437.7526991171748,1728.4384027394017,,181.41315868790016,637.3005712514183
2023-03-05,Pozo-01,420.7002572160848,1736.0810289290262,,206.38476077129155,638.0189877795775
2023-03-06,Pozo-01,392.6261263555124,1717.245197805229,1429.9172995729575,214.9624384200345,727.2077987489432
2023-03-07,Pozo-01,453.2103052649274,1794.487720377892,1465.2644067920423,196.07417369683353,734.8932967492333
2023-03-08,Pozo-01,406.01601171847216,1700.3657919424222,1365.3996172788263,164.04649891129907,666.484011253157
2023-03-09,Pozo-01,402.39671967343065,1705.9113297497531,1437.1222397904612,206.81567336526325,713.800468227724
2023-03-10,Pozo-01,435.878312063567,1773.1544284667036,1391.2946171762158,211.10191719507264,697.8337845577469
2023-03-11,Pozo-01,453.44401114698815,1773.7016492624202,1320.6933757579984,211.33229645202312,604.1185875341223
2023-03-12,Pozo-01,439.6635102809095,1781.752769821249,1387.4716852010247,224.51929775631436,706.4497483271374
2023-03-13,Pozo-01,50.0635189131629,3296.8283677030668,0.0,0.0,0.0
2023-03-14,Pozo-01,428.88099396711937,1721.2298989962437,1356.682067742741,217.6081669047819,647.0469260798529
2023-03-15,Pozo-01,431.7562221852721,1722.0916943502646,1463.4372364794212,226.00021883544034,682.3321672732133
2023-03-16,Pozo-01,430.16988507425145,1707.5494892989557,1177.858262247988,182.13914702148202,546.6701091200265
2023-03-17,Pozo-01,423.7547180882087,1751.8799810235316,1409.166713322352,214.31577165433958,666.3823266003413
2023-03-18,Pozo-01,421.1387480940377,1757.5685684019993,1357.5728393709587,202.659014168237,659.5354677930005
2023-03-19,Pozo-01,418.65550122637273,1769.6596400938315,1329.658849605824,209.6972778121722,716.7727907586246
2023-03-20,Pozo-01,409.58155303060016,1741.7925080787882,1354.1762540801972,216.83136535897592,662.8454516480851
2023-03-21,Pozo-01,415.1523499377818,1751.52447673755,1212.3683878783793,205.001588768175,610.4941661348173
2023-03-22,Pozo-01,397.0508537776895,1698.149023935894,1329.538258097939,202.86589908873785,675.418235549295
2023-03-23,Pozo-01,416.68078740905486,1708.4157452599711,1366.4338179022968,214.20301849324045,686.7987470070483
2023-03-24,Pozo-01,405.1491701493111,1733.8968104980447,1439.6906867621174,198.06896898802987,717.6154507979019
2023-03-25,Pozo-01,403.3401909251685,1723.5814604497732,1304.0975859024677,198.77492583052657,620.8731987201528
2023-03-26,Pozo-01,419.01954594126744,1738.1550264236078,1282.9115553076183,225.9352705119359,678.6840120058401
2023-03-27,Pozo-01,433.77834088181345,1753.4970181719996,1301.6319653168732,199.19285800381488,697.8620810378853
2023-03-28,Pozo-01,427.47064083887403,1751.1252399019518,1394.3250267234218,227.0972870078488,650.2390507887308
2023-03-29,Pozo-01,396.0476193041353,1738.495243408717,1353.3607552072244,224.71703847976465,648.9627754612966
2023-03-30,Pozo-01,402.9223269681043,1739.4464457452614,1294.4320465377928,192.56438129863804,639.9721137863862
2023-03-31,Pozo-01,426.580564294566,1751.3414763916296,1361.9083231512209,208.95907405163302,654.6819205579682
2023-04-01,Pozo-01,402.2758610663479,1738.2007225468217,1332.4502922847475,237.70299985379174,679.7086251341394
2023-04-02,Pozo-01,411.3238069962826,1734.8636235364445,1388.3326941632313,205.74044907105142,673.9446649045884
2023-04-03,Pozo-01,420.56380738829887,1726.194984618779,1275.9667793928493,214.15620447644585,693.2341820573073
2023-04-04,Pozo-01,401.3506270643461,1733.955546803631,1298.9406574332754,228.71528620073082,680.3993681934963
2023-04-05,Pozo-01,414.287059008849,1704.81377424288,1292.913038229319,234.19510771587835,651.9533138305264
2023-04-06,Pozo-01,396.09178594763534,1732.9744599949138,1220.5929962300165,219.32882180123656,635.3671429196582
2023-04-07,Pozo-01,404.79088361416996,1695.873522633325,1334.6321804999557,214.79468977500426,696.8354961454943
2023-04-08,Pozo-01,415.8026883504903,1741.8531515322811,,245.74611565106667,650.2445893851105
2023-04-09,Pozo-01,391.81131437046395,1696.108420642502,1311.8969889492641,251.14507996893136,634.5326355657706
2023-04-10,Pozo-01,416.53242907432667,1747.0573059278847,1294.4035132403194,240.39327013659891,649.2247297250251
2023-04-11,Pozo-01,410.48281903937186,1727.0897011114332,1215.4099025843623,227.6367877640742,628.6497728549654
2023-04-12,Pozo-01,417.151296500824,1700.2446132680973,1278.71075600047,214.87745274178704,642.9117385500717
2023-04-13,Pozo-01,,1736.1890161148299,1282.0429230733625,215.1870068921536,600.5859179425901
2023-04-14,Pozo-01,426.3636585150297,1733.548138777522,1250.3563721111834,236.1214352610994,605.1018528719807
2023-04-15,Pozo-01,410.7645215305145,1746.974200364419,1290.3356481205658,235.19756872977797,643.2588276024952
2023-04-16,Pozo-01,403.5866904733523,1724.7238476825662,1325.2891614245393,250.58127185393434,660.6390046061565
2023-04-17,Pozo-01,409.9790827848355,1737.270677218758,1419.611172781243,239.9475724572919,765.8104446496824
2023-04-18,Pozo-01,414.75924808898253,1709.354023357102,1306.7991885127476,208.2759799669019,617.1754358880646
2023-04-19,Pozo-01,408.33265563851694,1717.1203374841562,1310.3774322459358,247.23060223711067,668.4389707727291
2023-04-20,Pozo-01,407.8588724251999,1714.0856270430402,1287.137549336108,217.1075268238986,681.902642606813
2023-04-21,Pozo-01,398.41982703763495,1732.717834780738,1166.400160012887,226.94376492261574,636.1884669368911
2023-04-22,Pozo-01,398.5329914244111,1750.9846502020944,1286.703781741624,237.079089082571,632.9450969960645
2023-04-23,Pozo-01,389.1540920445776,1696.2219908545533,1290.5228360901685,263.8817092448552,657.9454366663384
2023-04-24,Pozo-01,,1774.4244308734399,1443.1361154010237,281.2139497648221,738.0128926724549
2023-04-25,Pozo-01,390.3750869712505,1667.077940109237,1270.7866576026163,244.28236014187456,640.3616403265677
2023-04-26,Pozo-01,396.715143828106,1691.0523672423262,1300.6910431432257,233.04778078483238,647.7741802134198
2023-04-27,Pozo-01,396.04334043692,1696.9874939143729,1277.396346653816,244.42540825283012,649.8364407224747
2023-04-28,Pozo-01,415.2546398774042,1709.2755574343175,1203.1948660302435,250.33263068255582,540.6617232298917
2023-04-29,Pozo-01,400.4532998020538,1686.9628509765532,1349.0349702859055,232.81564763964482,692.9201970281441
2023-04-30,Pozo-01,418.7694229400452,1750.3932443369583,1322.281344968379,265.15958669209004,664.4775262473784
2023-05-01,Pozo-01,395.14268039513803,1710.6308557764157,1322.9591531616713,242.2861283068975,655.5930725600056
2023-05-02,Pozo-01,406.29532301659816,1734.4048946240061,1213.096442654932,246.90276468087353,656.2090462921111
2023-05-03,Pozo-01,,1727.2984786700429,1358.1602623200506,250.0249390265674,660.7467598798393
2023-05-04,Pozo-01,,1753.9128363794978,1178.5698832764508,246.95724138919985,579.7838772105471
2023-05-05,Pozo-01,387.5044978654203,1722.280932634573,1302.8089808357406,253.81283140276852,703.2967609763783
2023-05-06,Pozo-01,405.1851097264966,1721.9325596775159,1402.3679876191118,232.56312703462095,677.8468710563953
2023-05-07,Pozo-01,,1703.3633970956416,1199.694616480854,234.03852331328608,586.6479013727708
2023-05-08,Pozo-01,405.6957112735174,1743.9379673869018,1224.7895350054366,226.49978934265243,608.7932635027614
2023-05-09,Pozo-01,398.12995383236085,1707.3947597112856,1265.0262066633763,250.18160750030233,653.784126386477
2023-05-10,Pozo-01,398.4321175529752,1701.661137095108,1225.3870053002747,255.85806034177838,617.7862724937287
2023-05-11,Pozo-01,400.15005039060554,1717.8676979030154,1157.9822539471725,251.62347162050793,549.0543827134937
2023-05-12,Pozo-01,397.4992576397054,1703.3949058791795,1257.8895286353645,270.4550775967363,615.5565790571499
2023-05-13,Pozo-01,410.4301768266398,1722.42997028455,1185.382331201747,245.83251444109882,578.2922213227374
2023-05-14,Pozo-01,424.96032939229167,1753.8859710304703,1279.7655989629698,256.5242988641548,637.9063027376365
2023-05-15,Pozo-01,391.50839645021574,1716.2916461379866,1191.0580535096935,230.69234038709686,605.6731171377886
2023-05-16,Pozo-01,381.45679372496136,1683.1953160499372,1343.3602178785175,241.83400218711864,682.9161284462131
2023-05-17,Pozo-01,396.38846185076034,1709.0068402126876,1196.276227028894,258.64417747433123,555.6461007086072
2023-05-18,Pozo-01,427.8086710198582,1772.107847438114,1223.3093104546097,261.516229837103,637.6852335444543
2023-05-19,Pozo-01,387.1508997133626,1717.281879123679,,244.93675918306644,652.5935764477657
2023-05-20,Pozo-01,415.84377913892934,1778.1773997111407,1163.6198160329254,248.83682246918988,614.0312865467209
2023-05-21,Pozo-01,415.92255510836526,1756.8224790955926,1252.3140709312713,227.70523998438594,637.2825517766406
2023-05-22,Pozo-01,389.05991663769106,1732.2692021864643,1317.3531138782305,245.6784346516543,687.6931814942909
2023-05-23,Pozo-01,402.01631121288676,1697.5909936868413,1135.5943508047555,264.94814258201643,578.393299803922
2023-05-24,Pozo-01,414.2004815576911,1752.1774074120374,1244.537579022853,260.77699325888267,655.7773603802821
2023-05-25,Pozo-01,390.06044898592506,1711.61182569819,1247.4672231918437,260.2134315765622,636.7634226103874
2023-05-26,Pozo-01,391.78035117706423,1702.4116628826757,1277.8530970411857,254.00258807213518,636.4241225023005
2023-05-27,Pozo-01,386.9555267521874,1711.9526445160498,1152.141410589156,253.91248083359702,628.4340281803269
2023-05-28,Pozo-01,381.49025329568406,1720.5182608754872,,244.45028513581673,593.088622531176
2023-05-29,Pozo-01,385.45221773416705,1718.8664226128888,1256.6981211366483,265.38411978317265,642.7695312861018
2023-05-30,Pozo-01,,1683.6096998846858,1241.2210120448628,261.7609057628278,588.9269888309706
2023-05-31,Pozo-01,392.7931993399456,1730.7362486611908,1236.6826520385798,263.369243676229,586.4767723991637
2023-06-01,Pozo-01,382.978125939271,1691.027029823892,1240.8416271822275,248.63912328774396,627.6850846943603
2023-06-02,Pozo-01,394.4229828570029,1715.5370024012516,1176.6285708098833,224.76822707447926,591.7387733839935
2023-06-03,Pozo-01,373.0528838378753,1691.6658062109325,1230.501539724819,274.06243082005295,600.1371946259598
2023-06-04,Pozo-01,394.8420364387658,1711.635111832172,1232.5109370601037,250.95739624602518,619.7307229142142
2023-06-05,Pozo-01,400.37171761874214,1736.0285553133133,1169.7210363933457,245.7311925756764,622.0255249309434
2023-06-06,Pozo-01,366.9062375653443,1670.128909985649,1324.3964034385806,269.60594100132124,680.6179724440244
2023-06-07,Pozo-01,394.2667806019127,1754.798088995588,1238.3897776261138,253.85255766637505,590.9346233198129
2023-06-08,Pozo-01,403.88225764036525,1692.4441684019162,1136.114174766053,276.1588489366333,565.5233522004538
2023-06-09,Pozo-01,375.0570104268148,1687.1943159655964,1246.023462529812,270.04001860236326,602.9515888310591
2023-06-10,Pozo-01,408.3349306506244,1740.053764460177,1146.0547455673102,271.5616699571325,564.1408662025335
2023-06-11,Pozo-01,393.35316063164623,1724.6531241344294,1250.4665862731151,241.34007404664575,614.889041747978
2023-06-12,Pozo-01,379.90649177675505,1703.5062441281527,1271.07278896562,280.5279322354462,623.3939484264585
2023-06-13,Pozo-01,387.11223418452704,1709.5717940115624,,266.7849805688582,546.4136076507652
2023-06-14,Pozo-01,393.89602148983386,1724.3558305266906,1255.8997169400886,257.8426073261952,624.7434289023488
2023-06-15,Pozo-01,387.9359378572391,1706.8114197619648,1221.2399047206118,266.046229163444,596.9272240201248
2023-06-16,Pozo-01,392.9501910374771,1739.8327757779166,1244.0206372144598,237.7636115691142,549.1244260867562
2023-06-17,Pozo-01,375.6761049420062,1716.7020478979648,1306.440022886902,271.0467745538479,706.8617078169733
2023-06-18,Pozo-01,387.9555945802009,1726.4277067721741,1177.0164747910164,249.98436071859365,614.1382338008191
2023-06-19,Pozo-01,369.2864452171414,1670.2806550080338,1145.158368652638,245.6409428768334,563.9607058407607
2023-06-20,Pozo-01,384.0044265133325,1702.401592658135,1135.522945076769,243.5997902726741,568.1888617940843
2023-06-21,Pozo-01,374.499891367169,1694.5378676923663,1138.341919046506,283.6278058773583,542.49609435956
2023-06-22,Pozo-01,376.1007145334223,1678.2616484089308,1180.5567323480452,257.9989570176228,630.316307365947
2023-06-23,Pozo-01,398.48445248659294,1732.7499944523286,1203.6908660309755,290.94238091705756,647.5204144579322
2023-06-24,Pozo-01,396.4533038352464,1708.3418692195155,1198.2338248676774,260.39613452550265,602.8720269404308
2023-06-25,Pozo-01,390.5435197663427,1723.5903597686188,1229.0798839332906,243.3176163429952,639.699960473795
2023-06-26,Pozo-01,370.6279259395126,1670.6659503999433,1179.4156465984145,252.6730905428975,593.8425426935373
2023-06-27,Pozo-01,379.2009042792299,1740.3009156065361,1262.5790218514692,288.4492492361964,597.5350809837356
2023-06-28,Pozo-01,396.4051737035919,1702.2763234072775,1159.8704476470155,268.06287057091964,570.3819887172801
2023-06-29,Pozo-01,383.76092149398517,1711.1340601413588,1333.4644360292336,262.66445674969435,670.2506430507779
2023-06-30,Pozo-01,408.3521695573448,1748.8274038789723,1208.8793579853,273.77462133055116,593.4498119044848
2023-07-01,Pozo-01,385.93973973044945,1699.973453743275,1120.4344502456695,279.38483364715296,555.3174918288879
2023-07-02,Pozo-01,383.2863947771128,1727.1449313183402,1106.4078350211335,289.1009865409332,551.1814137796557
2023-07-03,Pozo-01,377.2120645076473,1680.1815855201523,1195.5632572718691,294.547575596288,595.8477214289089
2023-07-04,Pozo-01,381.91927972931654,1734.7354863149476,1152.7775439263414,267.9018155583393,577.5936202496705
2023-07-05,Pozo-01,378.3097190912084,1700.2250565556985,,253.8840673992435,577.3078733008895
2023-07-06,Pozo-01,387.7672687216577,1699.634547341168,1190.1232408955298,268.04742615537856,577.9948687842734
2023-07-07,Pozo-01,390.24245906949415,1709.5970034804982,1156.7942857561234,278.62641956983595,548.6771481153827
2023-07-08,Pozo-01,370.07139689467044,1708.9433633190247,1110.3427144828277,260.73682806679784,576.8855646754557
2023-07-09,Pozo-01,363.53969137179786,1674.6309254290832,1070.1475992083188,261.3051438805291,490.0067392123441
2023-07-10,Pozo-01,357.4766586518915,-999.0,1130.4461703550016,281.28662118372705,591.3045208927234
2023-07-11,Pozo-01,383.73151965012715,-999.0,1204.1209476614035,275.8656168056378,635.4471208311408
2023-07-12,Pozo-01,365.1265052139956,-999.0,1165.4405932476402,277.5511639332279,575.6768261726012
2023-07-13,Pozo-01,352.9142256957699,-999.0,1079.793981038008,266.1437977428082,483.6799553339495
2023-07-14,Pozo-01,381.33130629978973,-999.0,1159.899606464707,274.5254516764384,571.5681236596055
2023-07-15,Pozo-01,404.7585316595505,-999.0,1170.4923266508404,264.5764197355685,583.7436219597985
2023-07-16,Pozo-01,376.1808474586404,-999.0,1096.1157808227533,292.2495714716176,525.9032372726673
2023-07-17,Pozo-01,385.3617323273846,-999.0,1154.0286113123655,294.88024162942514,565.1227703056005
2023-07-18,Pozo-01,376.484748359884,-999.0,1146.986926628293,252.1118218734439,608.5957410798594
2023-07-19,Pozo-01,374.1068021914549,-999.0,1076.8238920776935,266.31335098553245,552.7321351360055
2023-07-20,Pozo-01,385.21368467633056,-999.0,1160.9327092958995,258.2576890071549,558.9992202034952
2023-07-21,Pozo-01,371.2737140628125,1719.4272950670536,1170.9038437015486,271.4031265993089,548.0392216833004
2023-07-22,Pozo-01,377.19506332367024,1723.2090677485655,1199.002504499403,280.34802165283725,591.6593605931257
2023-07-23,Pozo-01,377.4598163657194,1718.4647686489404,1195.700022356806,260.299270248858,592.7454056615724
2023-07-24,Pozo-01,366.02437125700243,1680.7175139435726,1056.162664722394,268.6586644028989,538.5626734803716
2023-07-25,Pozo-01,,1686.447571273126,1079.6284127817053,267.8680737276947,528.2553437363538
2023-07-26,Pozo-01,370.87204572060523,1685.0458103895917,1160.3237937587714,286.47558054810605,592.0319994351833
2023-07-27,Pozo-01,364.0434258018544,1694.1861124316122,1158.664833102733,284.8441394777936,624.1763152084558
2023-07-28,Pozo-01,378.1384446364295,1713.6396352131953,1157.149875737392,273.41358637459984,597.4480760043979
2023-07-29,Pozo-01,361.78714471416873,1644.9193759757075,1343.5699367781092,287.32591335930937,670.4927629339714
2023-07-30,Pozo-01,371.7835530849777,1696.7125527147662,1157.1251339032647,276.9056288665173,574.3240066847926
2023-07-31,Pozo-01,371.02888306747576,1699.9323602339423,1187.2609548951702,281.4615164920278,585.1611957301483
2023-08-01,Pozo-01,382.8708658110822,1707.0486873484672,1175.4505474532198,311.0669245569623,615.4809738643607
2023-08-02,Pozo-01,375.7287720134836,1730.6931417094538,1156.8892277676584,306.49914996193337,563.9299705227318
2023-08-03,Pozo-01,369.8371235323754,1701.9605185426633,1101.227422405585,267.32390141642,551.6097209481176
2023-08-04,Pozo-01,378.8488978042475,1733.2955689006726,1159.7340266786339,299.6872906946645,581.054532317438
2023-08-05,Pozo-01,384.84754929157225,1708.790715464287,1072.6873644715618,299.834239731711,525.578530969371
2023-08-06,Pozo-01,375.27905659621337,1718.2400419255919,1101.08189970288,270.85963545607365,520.3170103966204
2023-08-07,Pozo-01,,1729.9697575197038,1085.7461743078,300.78385304795586,549.8864537879368
2023-08-08,Pozo-01,353.92928988832693,1710.0097637625122,1115.7763700920787,311.9880848420583,556.5268492404792
2023-08-09,Pozo-01,49.13540964178534,3295.363573669856,0.0,0.0,0.0
2023-08-10,Pozo-01,364.38907238602974,1684.2741364603146,1004.7230850012038,275.98535662721787,491.639131579739
2023-08-11,Pozo-01,360.7024019673918,1682.7979902806721,1144.6431928533116,305.42470378818973,600.2696922141897
2023-08-12,Pozo-01,365.02640204753175,1702.3775205824686,1016.0400099495541,294.64242364258075,490.2032601470572
2023-08-13,Pozo-01,367.3736418958903,1709.2854224862226,1077.599995159846,299.25068345713646,575.6978896153458
2023-08-14,Pozo-01,372.23820176519604,1683.2761454946722,1162.1397191126393,296.4942598714434,540.4499035034635
2023-08-15,Pozo-01,365.3068501201417,1694.6346582813565,1104.1600543422082,297.6510834723851,561.6811419332543
2023-08-16,Pozo-01,371.0850246796702,1655.1088617419402,1039.8876565274759,272.29713028329496,529.8317182296154
2023-08-17,Pozo-01,366.11986101757304,1724.3319905055644,1058.3551001080104,308.30589364634847,512.3379124483611
2023-08-18,Pozo-01,343.44343805529894,1662.8570944406292,1133.3544811931051,310.5402458279443,576.297016021872
2023-08-19,Pozo-01,354.46768320727415,1682.5115909560393,1054.6350655039187,289.9541584890967,554.3060378738792
2023-08-20,Pozo-01,362.83808300350137,1684.0073019242625,1104.9405500968135,293.1398486770374,503.48121449198953
2023-08-21,Pozo-01,350.86786624164284,1698.0529485482512,1094.1008548979814,271.22073696983716,558.0514979224151
2023-08-22,Pozo-01,370.2950100738425,1642.1331031796853,1054.603074164591,302.2948844792516,474.71331564539605
2023-08-23,Pozo-01,380.1052726415107,1708.5270034528228,1205.3246429728606,303.5540091723094,579.3835297956689
2023-08-24,Pozo-01,376.3599516936278,1701.7809537848486,1121.5944651746686,294.43074119879043,597.3425121417671
2023-08-25,Pozo-01,360.4302992985895,1681.2845662837967,975.71878364186,312.61774397421794,476.50627866161034
2023-08-26,Pozo-01,378.63013870183187,1740.2424211422076,1094.2695918580744,291.1285041575404,521.4439729381536
2023-08-27,Pozo-01,363.70608834614296,1674.9021654863072,1046.8530321065477,304.9943561818084,519.2822818181559
2023-08-28,Pozo-01,358.10229434013195,1699.3015401686007,1127.2783891354545,281.6142962035587,610.2613170830873
2023-08-29,Pozo-01,354.7793319606158,1689.7798533215728,1036.9310729767608,296.93836601793055,480.4789717294238
2023-08-30,Pozo-01,357.8238218918456,1710.6763030325535,1072.0522273047682,295.05711809629224,513.4849310051733
2023-08-31,Pozo-01,356.5695722459003,1671.6999477016623,1103.9494112884558,301.4312348389824,585.0364821460445
2023-09-01,Pozo-01,362.284290624174,1674.9526309752007,1121.834654986408,292.88630014514763,602.5980248458059
2023-09-02,Pozo-01,361.8472589900969,1711.629989102896,,296.8331108965636,502.5974894379053
2023-09-03,Pozo-01,359.8166754757752,1698.1162796522492,1054.4108393223967,311.5703144939,501.07600766048233
2023-09-04,Pozo-01,364.16717177809767,1660.6117468897191,1045.4475067466012,293.0009654359143,566.5456406432496
2023-09-05,Pozo-01,371.95506459883893,1686.1043877166858,1034.47807222254,275.8250131751095,550.2273499450022
2023-09-06,Pozo-01,369.02042294365447,1708.4121281889609,1162.2187016939743,326.53709119139626,596.8910485797082
2023-09-07,Pozo-01,342.5030904456351,1690.28801492831,1088.081459721646,321.38323262517395,526.3615311865607
2023-09-08,Pozo-01,330.7044957432305,1642.8874087931708,997.8824326549596,281.6439993260988,497.9627059693413
2023-09-09,Pozo-01,367.84725948959755,1639.3768358707518,1112.378650276919,311.7385082406276,552.6217025282405
2023-09-10,Pozo-01,342.8317353963677,1680.803902425481,1174.810671842732,294.21165771744097,595.1790887904755
2023-09-11,Pozo-01,354.7564706540863,1659.4331404193802,1115.4129563980312,306.07041592009926,590.0757942758929
2023-09-12,Pozo-01,344.312538949376,1633.1556923447727,978.7400355297364,306.8917419296692,506.5844310866337
